STT,Trường,Mã ngành,Tên ngành,Tổ hợp,Điểm chuẩn ĐGNL HCM 2025,Phương thức,Ghi chú
2017,Trường Đại học Khánh Hòa,7310630,Việt Nam học (Văn hóa du lịch),None,757,Điểm ĐGNL HCM,ĐGNL HCM
2018,Trường Đại học Khánh Hòa,7229040,Văn hoá học (Văn hóa - Truyền thông),None,798,Điểm ĐGNL HCM,ĐGNL HCM
2019,Trường Đại học Khánh Hòa,7229030,Văn học (Báo chí - Truyền thông),None,819,Điểm ĐGNL HCM,ĐGNL HCM
2020,Trường Đại học Kinh Tế Luật TPHCM,7340205_414,Công nghệ tài chính,None,926,Điểm ĐGNL HCM,ĐGNL HCM
2021,Trường Đại học Kinh Tế Luật TPHCM,7340205_414H,Công nghệ tài chính (Chương trình Co-operative Education),None,945,Điểm ĐGNL HCM,ĐGNL HCM
2022,Trường Đại học Kinh Tế Luật TPHCM,7340405_406,Hệ thống thông tin quản lý (Chuyên ngành Hệ thống thông tin quản lý),None,924,Điểm ĐGNL HCM,ĐGNL HCM
2023,Trường Đại học Kinh Tế Luật TPHCM,7340405_406H,Hệ thống thông tin quản lý (Chuyên ngành Hệ thống thông tin quản lý) (Chương trình Co-operative Education),None,960,Điểm ĐGNL HCM,ĐGNL HCM
2024,Trường Đại học Kinh Tế Luật TPHCM,7340405_416,Hệ thống thông tin quản lý (Chuyên ngành Kinh doanh số và Trí tuệ nhân tạo),None,917,Điểm ĐGNL HCM,ĐGNL HCM
2025,Trường Đại học Kinh Tế Luật TPHCM,7340120_408,Kinh doanh quốc tế,None,984,Điểm ĐGNL HCM,ĐGNL HCM
2026,Trường Đại học Kinh Tế Luật TPHCM,7340120_420,Kinh doanh quốc tế (Chuyên ngành Quản lý chuỗi cung ứng và Logistics quốc tế),None,989,Điểm ĐGNL HCM,ĐGNL HCM
2027,Trường Đại học Kinh Tế Luật TPHCM,7340120_408E,Kinh doanh quốc tế (Tiếng Anh),None,934,Điểm ĐGNL HCM,ĐGNL HCM
2028,Trường Đại học Kinh Tế Luật TPHCM,7310101_401,Kinh tế (Chuyên ngành Kinh tế học),None,877,Điểm ĐGNL HCM,ĐGNL HCM
2029,Trường Đại học Kinh Tế Luật TPHCM,7310101_403,Kinh tế (Chuyên ngành Kinh tế và Quản lý công),None,841,Điểm ĐGNL HCM,ĐGNL HCM
2030,Trường Đại học Kinh Tế Luật TPHCM,7310106_402,Kinh tế quốc tế (Chuyên ngành Kinh tế đối ngoại),None,959,Điểm ĐGNL HCM,ĐGNL HCM
2031,Trường Đại học Kinh Tế Luật TPHCM,7340302_409,Kiểm toán,None,929,Điểm ĐGNL HCM,ĐGNL HCM
2032,Trường Đại học Kinh Tế Luật TPHCM,7340301_405,Kế toán,None,897,Điểm ĐGNL HCM,ĐGNL HCM
2033,Trường Đại học Kinh Tế Luật TPHCM,7340301_405E,Kế toán (Tích hợp chứng chỉ quốc tế ICAEW - Tiếng Anh),None,820,Điểm ĐGNL HCM,ĐGNL HCM
2034,Trường Đại học Kinh Tế Luật TPHCM,7380101_503,Luật (Chuyên ngành Luật Dân sự),None,853,Điểm ĐGNL HCM,ĐGNL HCM
2035,Trường Đại học Kinh Tế Luật TPHCM,7380101_503E,Luật (Chuyên ngành Luật Dân sự) (Tiếng Anh),None,780,Điểm ĐGNL HCM,ĐGNL HCM
2036,Trường Đại học Kinh Tế Luật TPHCM,7380101_504,Luật (Chuyên ngành Luật Tài chính - Ngân hàng),None,834,Điểm ĐGNL HCM,ĐGNL HCM
2037,Trường Đại học Kinh Tế Luật TPHCM,7380101_505,Luật (Chuyên ngành Luật và Chính sách công),None,819,Điểm ĐGNL HCM,ĐGNL HCM
2038,Trường Đại học Kinh Tế Luật TPHCM,7380107_501,Luật kinh tế (Chuyên ngành Luật Kinh doanh),None,913,Điểm ĐGNL HCM,ĐGNL HCM
2039,Trường Đại học Kinh Tế Luật TPHCM,7380107_502,Luật kinh tế (Chuyên ngành Luật Thương mại quốc tế),None,928,Điểm ĐGNL HCM,ĐGNL HCM
2040,Trường Đại học Kinh Tế Luật TPHCM,7380107_502E,Luật kinh tế (Chuyên ngành Luật thương mại quốc tế) (Tiếng Anh),None,881,Điểm ĐGNL HCM,ĐGNL HCM
2041,Trường Đại học Kinh Tế Luật TPHCM,7340115_417,Marketing (Chuyên ngành Digital Marketing),None,973,Điểm ĐGNL HCM,ĐGNL HCM
2042,Trường Đại học Kinh Tế Luật TPHCM,7340115_410,Marketing (Chuyên ngành Marketing),None,966,Điểm ĐGNL HCM,ĐGNL HCM
2043,Trường Đại học Kinh Tế Luật TPHCM,7340115_410E,Marketing (Chuyên ngành Marketing) (Tiếng Anh),None,914,Điểm ĐGNL HCM,ĐGNL HCM
2044,Trường Đại học Kinh Tế Luật TPHCM,7340403_418,Quản lý công,None,817,Điểm ĐGNL HCM,ĐGNL HCM
2045,Trường Đại học Kinh Tế Luật TPHCM,7340101_415,Quản trị kinh doanh (Chuyên ngành Quản trị du lịch và lữ hành),None,851,Điểm ĐGNL HCM,ĐGNL HCM
2046,Trường Đại học Kinh Tế Luật TPHCM,7340101_407,Quản trị kinh doanh (Chuyên ngành Quản trị kinh doanh),None,928,Điểm ĐGNL HCM,ĐGNL HCM
2047,Trường Đại học Kinh Tế Luật TPHCM,7340101_407E,Quản trị kinh doanh (Chuyên ngành Quản trị kinh doanh) (Tiếng Anh),None,892,Điểm ĐGNL HCM,ĐGNL HCM
2048,Trường Đại học Kinh Tế Luật TPHCM,7340122_411,Thương mại điện tử,None,975,Điểm ĐGNL HCM,ĐGNL HCM
2049,Trường Đại học Kinh Tế Luật TPHCM,7340122_411E,Thương mại điện tử (Tiếng Anh),None,924,Điểm ĐGNL HCM,ĐGNL HCM
2050,Trường Đại học Kinh Tế Luật TPHCM,7310108_419,Toán kinh tế (Chuyên ngành Phân tích dữ liệu),None,927,Điểm ĐGNL HCM,ĐGNL HCM
2051,Trường Đại học Kinh Tế Luật TPHCM,7310108_413,"Toán kinh tế (Chuyên ngành Toán ứng dụng trong Kinh tế, Quản trị và Tài chính)",None,892,Điểm ĐGNL HCM,ĐGNL HCM
2052,Trường Đại học Kinh Tế Luật TPHCM,7310108_413E,"Toán kinh tế (Chuyên ngành Toán ứng dụng trong Kinh tế, Quản trị và Tài chính) (Tiếng Anh)",None,813,Điểm ĐGNL HCM,ĐGNL HCM
2053,Trường Đại học Kinh Tế Luật TPHCM,7340201_404,Tài chính - Ngân hàng,None,929,Điểm ĐGNL HCM,ĐGNL HCM
2054,Trường Đại học Kinh Tế Luật TPHCM,7340201_404E,Tài chính - Ngân hàng (Tiếng Anh),None,876,Điểm ĐGNL HCM,ĐGNL HCM
2055,Trường Đại học Kiên Giang,7620105,Chăn nuôi,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2056,Trường Đại học Kiên Giang,7510406,Công nghệ kỹ thuật môi trường,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2057,Trường Đại học Kiên Giang,7510103,Công nghệ kỹ thuật xây dựng,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2058,Trường Đại học Kiên Giang,7510205,Công nghệ kỹ thuật ô tô,None,620,Điểm ĐGNL HCM,ĐGNL HCM
2059,Trường Đại học Kiên Giang,7420201,Công nghệ sinh học,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2060,Trường Đại học Kiên Giang,7480201,Công nghệ thông tin,None,680,Điểm ĐGNL HCM,ĐGNL HCM
2061,Trường Đại học Kiên Giang,7540101,Công nghệ thực phẩm,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2062,Trường Đại học Kiên Giang,7810101,Du lịch,None,720,Điểm ĐGNL HCM,ĐGNL HCM
2063,Trường Đại học Kiên Giang,7140201,Giáo dục Mầm non,None,892,Điểm ĐGNL HCM,ĐGNL HCM
2064,Trường Đại học Kiên Giang,7140202,Giáo dục Tiểu học,None,976,Điểm ĐGNL HCM,ĐGNL HCM
2065,Trường Đại học Kiên Giang,7620110,Khoa học cây trồng,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2066,Trường Đại học Kiên Giang,7340120,Kinh doanh Quốc tế,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2067,Trường Đại học Kiên Giang,7340301,Kế toán,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2068,Trường Đại học Kiên Giang,7520216,Kỹ thuật điều khiển và tự động hóa,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2069,Trường Đại học Kiên Giang,7380101,Luật,None,760,Điểm ĐGNL HCM,ĐGNL HCM
2070,Trường Đại học Kiên Giang,7220201,Ngôn ngữ Anh,None,640,Điểm ĐGNL HCM,ĐGNL HCM
2071,Trường Đại học Kiên Giang,7620301,Nuôi trồng thủy sản,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2072,Trường Đại học Kiên Giang,7850101,Quản lý tài nguyên và môi trường,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2073,Trường Đại học Kiên Giang,7340101,Quản trị kinh doanh,None,620,Điểm ĐGNL HCM,ĐGNL HCM
2074,Trường Đại học Kiên Giang,7140209,Sư phạm Toán học,None,988,Điểm ĐGNL HCM,ĐGNL HCM
2075,Trường Đại học Kiên Giang,7340122,Thương mại điện tử,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2076,Trường Đại học Kiên Giang,7220101,Tiếng Việt và văn hóa Việt Nam,None,820,Điểm ĐGNL HCM,ĐGNL HCM
2077,Trường Đại học Kiên Giang,7320104,Truyền thông đa phương tiện,None,724,Điểm ĐGNL HCM,ĐGNL HCM
2078,Trường Đại học Kiên Giang,7340201,Tài chính - Ngân hàng,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2079,Trường Đại học Kiểm Sát,DKS-LUAT,Luật,None,23.55,Điểm ĐGNL HCM,ĐGNL HCM
2080,Trường Đại học Kiểm Sát,DKS-LKT,Luật Kinh Tế,None,23.42,Điểm ĐGNL HCM,ĐGNL HCM
2081,Trường Đại học Kiểm Sát,DKS-KS1,"Luật Kiểm Sát (GT: Nam, miền Bắc)",None,23.96,Điểm ĐGNL HCM,ĐGNL HCM
2082,Trường Đại học Kiểm Sát,DKS-KS3,"Luật Kiểm Sát (GT: Nam, miền Nam)",None,20.5,Điểm ĐGNL HCM,ĐGNL HCM
2083,Trường Đại học Kiểm Sát,DKS-KS2,"Luật Kiểm Sát (GT: Nữ, miền Bắc)",None,25.5,Điểm ĐGNL HCM,ĐGNL HCM
2084,Trường Đại học Kiểm Sát,DKS-KS4,"Luật Kiểm Sát (GT: Nữ, miền Nam)",None,22,Điểm ĐGNL HCM,ĐGNL HCM
2085,Trường Đại học Nam Cần Thơ,7340116,Bất động sản,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2086,Trường Đại học Nam Cần Thơ,7510401,Công nghệ kỹ thuật hoá học,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2087,Trường Đại học Nam Cần Thơ,7510205,Công nghệ kỹ thuật ô tô,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2088,Trường Đại học Nam Cần Thơ,7510205-01,Công nghệ kỹ thuật ô tô (Chuyên ngành Ô tô điện),None,500,Điểm ĐGNL HCM,ĐGNL HCM
2089,Trường Đại học Nam Cần Thơ,7510301,"Công nghệ kỹ thuật điện, điện tử",None,500,Điểm ĐGNL HCM,ĐGNL HCM
2090,Trường Đại học Nam Cần Thơ,7480201,Công nghệ thông tin,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2091,Trường Đại học Nam Cần Thơ,7540101,Công nghệ thực phẩm,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2092,Trường Đại học Nam Cần Thơ,7720201,Dược học,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2093,Trường Đại học Nam Cần Thơ,7480101,Khoa học máy tính,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2094,Trường Đại học Nam Cần Thơ,7480101-01,Khoa học máy tính (Chuyên ngành Thiết kế vi mạch bán dẫn),None,500,Điểm ĐGNL HCM,ĐGNL HCM
2095,Trường Đại học Nam Cần Thơ,7340120,Kinh doanh quốc tế,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2096,Trường Đại học Nam Cần Thơ,7340412,Kinh tế số,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2097,Trường Đại học Nam Cần Thơ,7580101,Kiến trúc,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2098,Trường Đại học Nam Cần Thơ,7340301,Kế toán,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2099,Trường Đại học Nam Cần Thơ,7520116,Kỹ thuật cơ khí động lực,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2100,Trường Đại học Nam Cần Thơ,7720602,Kỹ thuật hình ảnh y học,None,550,Điểm ĐGNL HCM,ĐGNL HCM
2101,Trường Đại học Nam Cần Thơ,7480103,Kỹ thuật phần mềm,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2102,Trường Đại học Nam Cần Thơ,7580201,Kỹ thuật xây dựng,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2103,Trường Đại học Nam Cần Thơ,7580205,Kỹ thuật xây dựng công trình giao thông,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2104,Trường Đại học Nam Cần Thơ,7720601,Kỹ thuật xét nghiệm y học,None,550,Điểm ĐGNL HCM,ĐGNL HCM
2105,Trường Đại học Nam Cần Thơ,7520122,Kỹ thuật y sinh (Khoa học và công nghệ y khoa),None,500,Điểm ĐGNL HCM,ĐGNL HCM
2106,Trường Đại học Nam Cần Thơ,7510605,Logistics và quản lý chuỗi cung ứng,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2107,Trường Đại học Nam Cần Thơ,7380101,Luật,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2108,Trường Đại học Nam Cần Thơ,7380107,Luật Kinh tế,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2109,Trường Đại học Nam Cần Thơ,7340115,Marketing,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2110,Trường Đại học Nam Cần Thơ,7480102,Mạng máy tính và truyền thông dữ liệu,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2111,Trường Đại học Nam Cần Thơ,7220201,Ngôn ngữ Anh,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2112,Trường Đại học Nam Cần Thơ,7320108,Quan hệ công chúng (PR),None,500,Điểm ĐGNL HCM,ĐGNL HCM
2113,Trường Đại học Nam Cần Thơ,7720802,Quản lý bệnh viện,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2114,Trường Đại học Nam Cần Thơ,7510601,Quản lý công nghiệp,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2115,Trường Đại học Nam Cần Thơ,7850101,Quản lý tài nguyên và môi trường,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2116,Trường Đại học Nam Cần Thơ,7580302,Quản lý xây dựng,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2117,Trường Đại học Nam Cần Thơ,7850103,Quản lý đất đai,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2118,Trường Đại học Nam Cần Thơ,7810103,Quản trị dịch vụ du lịch và lữ hành,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2119,Trường Đại học Nam Cần Thơ,7810201,Quản trị khách sạn,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2120,Trường Đại học Nam Cần Thơ,7340101,Quản trị kinh doanh,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2121,Trường Đại học Nam Cần Thơ,7810202,Quản trị nhà hàng và dịch vụ ăn uống,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2122,Trường Đại học Nam Cần Thơ,7720501,Răng - Hàm - Mặt,None,650,Điểm ĐGNL HCM,ĐGNL HCM
2123,Trường Đại học Nam Cần Thơ,7340122,Thương mại điện tử,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2124,Trường Đại học Nam Cần Thơ,7320104,Truyền thông đa phương tiện,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2125,Trường Đại học Nam Cần Thơ,7480201,Trí tuệ nhân tạo,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2126,Trường Đại học Nam Cần Thơ,7340201,Tài chính – ngân hàng,None,500,Điểm ĐGNL HCM,ĐGNL HCM
2127,Trường Đại học Nam Cần Thơ,7720110,Y học dự phòng,None,550,Điểm ĐGNL HCM,ĐGNL HCM
2128,Trường Đại học Nam Cần Thơ,7720101,Y khoa,None,650,Điểm ĐGNL HCM,ĐGNL HCM
2129,Trường Đại học Nam Cần Thơ,7720301,Điều dưỡng,None,550,Điểm ĐGNL HCM,ĐGNL HCM
2130,Trường Đại học Ngoại thương,KDQH1.1,CT TC Kinh doanh quốc tế,None,28.51,Điểm ĐGNL HCM,ĐGNL HCM
2131,Trường Đại học Ngoại thương,KTEH1.1,CT TC Kinh tế dối ngoại,None,28.44,Điểm ĐGNL HCM,ĐGNL HCM
2132,Trường Đại học Ngoại thương,KTQH.1,CT TC Kinh tế quốc tế,None,28.29,Điểm ĐGNL HCM,ĐGNL HCM
2133,Trường Đại học Ngoại thương,KTKH1.1,CT TC Kế toán - Kiếm toán,None,28.3,Điểm ĐGNL HCM,ĐGNL HCM
2134,Trường Đại học Ngoại thương,LAWH1.1,CT TC Luật thương mại quốc tế,None,28.21,Điểm ĐGNL HCM,ĐGNL HCM
2135,Trường Đại học Ngoại thương,QTKH1.1,CT TC Quản trị kinh doanh,None,28.23,Điểm ĐGNL HCM,ĐGNL HCM
2136,Trường Đại học Ngoại thương,TCHH1.1,CT TC Tài chính - Ngân hàng,None,28.26,Điểm ĐGNL HCM,ĐGNL HCM
2137,Trường Đại học Ngoại thương,KDQH2.3,CT ĐHNNQT Kinh doanh quốc tế theo mô hình tiên tiến Nhật Bản,None,28.25,Điểm ĐGNL HCM,ĐGNL HCM
2138,Trường Đại học Ngoại thương,KDQH2.4,CT ĐHNNQT Kinh doanh số,None,28.25,Điểm ĐGNL HCM,ĐGNL HCM
2139,Trường Đại học Ngoại thương,KDQH2.2,CT ĐHNNQT Logistics và Quản lý chuỗi cung ứng,None,28.42,Điểm ĐGNL HCM,ĐGNL HCM
2140,Trường Đại học Ngoại thương,LAWH2.1,CT ĐHNNQT Luật Kinh doanh quốc tế theo mô hình thực hành nghề nghiệp,None,28.18,Điểm ĐGNL HCM,ĐGNL HCM
2141,Trường Đại học Ngoại thương,MKTH2.1,CT ĐHNNQT Marketing số,None,28.35,Điểm ĐGNL HCM,ĐGNL HCM
2142,Trường Đại học Ngoại thương,QKSH2.1,CT ĐHNNQT Quản trị khách sạn,None,27.93,Điểm ĐGNL HCM,ĐGNL HCM
2143,Trường Đại học Ngoại thương,KTKH2.1,CT ĐHNNQT ĐHNNQT Kế toán - Kiểm toán theo định hướng ACCA,None,28.22,Điểm ĐGNL HCM,ĐGNL HCM
2144,Trường Đại học Ngoại thương,KTCH2.1,CT ĐHPTQT Kinh tế chính trị quốc tế,None,27.77,Điểm ĐGNL HCM,ĐGNL HCM
2145,Trường Đại học Ngoại thương,KHMH2 .1,Chương trình Khoa học máy tính và dữ liệu trong kinh tế và kinh doanh,None,37.75,Điểm ĐGNL HCM,ĐGNL HCM
2146,Trường Đại học Quản lý và công nghệ TPHCM,7340116,Bất động sản,None,25,Điểm ĐGNL HCM,ĐGNL HCM
2147,Trường Đại học Quản lý và công nghệ TPHCM,7480201,Công nghệ thông tin,None,15,Điểm ĐGNL HCM,ĐGNL HCM
2148,Trường Đại học Quản lý và công nghệ TPHCM,7340120,Kinh doanh quốc tế,None,15,Điểm ĐGNL HCM,ĐGNL HCM
2149,Trường Đại học Quản lý và công nghệ TPHCM,7510605,Logistics và quản lý chuỗi cung ứng,None,15,Điểm ĐGNL HCM,ĐGNL HCM
2150,Trường Đại học Quản lý và công nghệ TPHCM,7340115,Marketing,None,15,Điểm ĐGNL HCM,ĐGNL HCM
2151,Trường Đại học Quản lý và công nghệ TPHCM,7810301,Quản lý thể dục thể thao,None,15,Điểm ĐGNL HCM,ĐGNL HCM
2152,Trường Đại học Quản lý và công nghệ TPHCM,7340101,Quản trị kinh doanh,None,15,Điểm ĐGNL HCM,ĐGNL HCM
2153,Trường Đại học Quản lý và công nghệ TPHCM,7210403,Thiết kế đồ họa,None,15,Điểm ĐGNL HCM,ĐGNL HCM
2154,Trường Đại học Quản lý và công nghệ TPHCM,7320104,Truyền thông đa phương tiện,None,15,Điểm ĐGNL HCM,ĐGNL HCM
2155,Trường Đại học Thủ Dầu Một,7549001,Công nghệ chế biến lâm sản,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2156,Trường Đại học Thủ Dầu Một,7510205,Công nghệ kỹ thuật ô tô,None,850,Điểm ĐGNL HCM,ĐGNL HCM
2157,Trường Đại học Thủ Dầu Một,7420201,Công nghệ sinh học,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2158,Trường Đại học Thủ Dầu Một,7480201,Công nghệ thông tin,None,630,Điểm ĐGNL HCM,ĐGNL HCM
2159,Trường Đại học Thủ Dầu Một,7540101,Công nghệ thực phẩm,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2160,Trường Đại học Thủ Dầu Một,7760101,Công tác xã hội,None,910,Điểm ĐGNL HCM,ĐGNL HCM
2161,Trường Đại học Thủ Dầu Một,7810101,Du lịch,None,910,Điểm ĐGNL HCM,ĐGNL HCM
2162,Trường Đại học Thủ Dầu Một,7140101,Giáo dục học,None,920,Điểm ĐGNL HCM,ĐGNL HCM
2163,Trường Đại học Thủ Dầu Một,7440112,Hoá học,None,690,Điểm ĐGNL HCM,ĐGNL HCM
2164,Trường Đại học Thủ Dầu Một,7580101,Kiến trúc,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2165,Trường Đại học Thủ Dầu Một,7340302,Kiểm toán,None,880,Điểm ĐGNL HCM,ĐGNL HCM
2166,Trường Đại học Thủ Dầu Một,7340301,Kế toán,None,920,Điểm ĐGNL HCM,ĐGNL HCM
2167,Trường Đại học Thủ Dầu Một,7520114,Kỹ thuật cơ điện tử,None,870,Điểm ĐGNL HCM,ĐGNL HCM
2168,Trường Đại học Thủ Dầu Một,7520320,Kỹ thuật môi trường,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2169,Trường Đại học Thủ Dầu Một,7480103,Kỹ thuật phần mềm,None,780,Điểm ĐGNL HCM,ĐGNL HCM
2170,Trường Đại học Thủ Dầu Một,7580201,Kỹ thuật xây dựng,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2171,Trường Đại học Thủ Dầu Một,7520216,Kỹ thuật điều khiển và tự động hoá,None,820,Điểm ĐGNL HCM,ĐGNL HCM
2172,Trường Đại học Thủ Dầu Một,7520201,Kỹ thuật điện,None,630,Điểm ĐGNL HCM,ĐGNL HCM
2173,Trường Đại học Thủ Dầu Một,7510605,Logistics và quản lý chuỗi cung ứng,None,980,Điểm ĐGNL HCM,ĐGNL HCM
2174,Trường Đại học Thủ Dầu Một,7380101,Luật,None,910,Điểm ĐGNL HCM,ĐGNL HCM
2175,Trường Đại học Thủ Dầu Một,7340115,Marketing,None,980,Điểm ĐGNL HCM,ĐGNL HCM
2176,Trường Đại học Thủ Dầu Một,7220201,Ngôn ngữ Anh,None,890,Điểm ĐGNL HCM,ĐGNL HCM
2177,Trường Đại học Thủ Dầu Một,7220210,Ngôn ngữ Hàn Quốc,None,880,Điểm ĐGNL HCM,ĐGNL HCM
2178,Trường Đại học Thủ Dầu Một,7220204,Ngôn ngữ Trung Quốc,None,960,Điểm ĐGNL HCM,ĐGNL HCM
2179,Trường Đại học Thủ Dầu Một,7310206,Quan hệ quốc tế,None,720,Điểm ĐGNL HCM,ĐGNL HCM
2180,Trường Đại học Thủ Dầu Một,7510601,Quản lý công nghiệp,None,890,Điểm ĐGNL HCM,ĐGNL HCM
2181,Trường Đại học Thủ Dầu Một,7310205,Quản lý nhà nước,None,930,Điểm ĐGNL HCM,ĐGNL HCM
2182,Trường Đại học Thủ Dầu Một,7850101,Quản lý tài nguyên và môi trường,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2183,Trường Đại học Thủ Dầu Một,7850103,Quản lý đất đai,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2184,Trường Đại học Thủ Dầu Một,7340101,Quản trị kinh doanh,None,890,Điểm ĐGNL HCM,ĐGNL HCM
2185,Trường Đại học Thủ Dầu Một,7210403,Thiết kế đồ họa,None,930,Điểm ĐGNL HCM,ĐGNL HCM
2186,Trường Đại học Thủ Dầu Một,7340122,Thương mại điện tử,None,890,Điểm ĐGNL HCM,ĐGNL HCM
2187,Trường Đại học Thủ Dầu Một,7460101,Toán học,None,980,Điểm ĐGNL HCM,ĐGNL HCM
2188,Trường Đại học Thủ Dầu Một,7320104,Truyền thông đa phương tiện,None,1030,Điểm ĐGNL HCM,ĐGNL HCM
2189,Trường Đại học Thủ Dầu Một,7340201,Tài chính - Ngân hàng,None,910,Điểm ĐGNL HCM,ĐGNL HCM
2190,Trường Đại học Thủ Dầu Một,7310401,Tâm lý học,None,910,Điểm ĐGNL HCM,ĐGNL HCM
2191,Trường Đại học Thủ Dầu Một,7210405,Âm nhạc,None,600,Điểm ĐGNL HCM,ĐGNL HCM
2192,Trường Đại học Tài Nguyên và Môi Trường TPHCM,7510406,Công nghệ kỹ thuật môi trường,None,458,Điểm ĐGNL HCM,ĐGNL HCM
2193,Trường Đại học Tài Nguyên và Môi Trường TPHCM,7480201,Công nghệ thông tin,None,504,Điểm ĐGNL HCM,ĐGNL HCM
2194,Trường Đại học Tài Nguyên và Môi Trường TPHCM,7510605,Logictics và quản lý chuỗi cung ứng,None,756,Điểm ĐGNL HCM,ĐGNL HCM
2195,Trường Đại học Tài Nguyên và Môi Trường TPHCM,7850101,Quản lý tài nguyên và môi trường,None,483,Điểm ĐGNL HCM,ĐGNL HCM
2196,Trường Đại học Tài Nguyên và Môi Trường TPHCM,7340101,Quản trị kinh doanh,None,583,Điểm ĐGNL HCM,ĐGNL HCM
2197,Trường Đại học Tân Tạo,7420201,Công nghệ sinh học,None,650,Điểm ĐGNL HCM,ĐGNL HCM
2198,Trường Đại học Tân Tạo,7480101,Công nghệ thông tin,None,650,Điểm ĐGNL HCM,ĐGNL HCM
2199,Trường Đại học Tân Tạo,7340115,Digital Marketing,None,650,Điểm ĐGNL HCM,ĐGNL HCM
2200,Trường Đại học Tân Tạo,7460108,Khoa học dữ liệu,None,650,Điểm ĐGNL HCM,ĐGNL HCM
2201,Trường Đại học Tân Tạo,7340120,Kinh doanh quốc tế,None,650,Điểm ĐGNL HCM,ĐGNL HCM
2202,Trường Đại học Tân Tạo,7340301,Kế toán,None,650,Điểm ĐGNL HCM,ĐGNL HCM
2203,Trường Đại học Tân Tạo,7720601,Kỹ thuật xét nghiệm Y học,None,700,Điểm ĐGNL HCM,ĐGNL HCM
2204,Trường Đại học Tân Tạo,7220201,Ngôn ngữ Anh,None,650,Điểm ĐGNL HCM,ĐGNL HCM
2205,Trường Đại học Tân Tạo,7340101,Quản trị kinh doanh,None,650,Điểm ĐGNL HCM,ĐGNL HCM
2206,Trường Đại học Tân Tạo,7480107,Trí tuệ nhân tạo,None,650,Điểm ĐGNL HCM,ĐGNL HCM
2207,Trường Đại học Tân Tạo,7340201,Tài chính Ngân hàng,None,650,Điểm ĐGNL HCM,ĐGNL HCM
2208,Trường Đại học Tân Tạo,7720101,Y khoa (Bác sĩ Đa khoa),None,800,Điểm ĐGNL HCM,ĐGNL HCM
2209,Trường Đại học Tân Tạo,7720301,Điều dưỡng,None,700,Điểm ĐGNL HCM,ĐGNL HCM
2210,Trường Đại học Tư thục Quốc Tế Sài Gòn,7140103,Công nghệ giáo dục,None,600,Điểm ĐGNL HCM,ĐGNL HCM
